Prefecture	Municipality	prec_no	block_no	URL	平年降水量(mm)	平年平均気温(℃)	平年日最高気温(℃)	平年日最低気温(℃)	平年日照時間(時間)	平年降雪量(cm)	歴代最高気温(℃)	歴代最低気温(℃)	歴代最大降雪量(cm)
山口県	萩	81	47754	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=81&block_no=47754&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	徳佐	81	0767	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0767&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	鍋提峠	81	0768	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0768&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	秋吉台	81	0769	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0769&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	瀬戸原	81	0770	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0770&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	広瀬	81	0771	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0771&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	豊田	81	0772	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0772&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	桜山	81	0773	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0773&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	山口	81	47784	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=81&block_no=47784&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	防府	81	0775	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0775&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	下松	81	0776	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0776&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	下関	81	47762	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=81&block_no=47762&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	宇部	81	0778	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0778&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
山口県	安下庄	81	0779	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0779&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	玖珂	81	0913	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0913&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	油谷	81	0939	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0939&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	岩国	81	0940	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0940&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	周東	81	0941	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0941&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	柳井	81	0942	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=0942&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
山口県	羅漢山	81	1100	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1100&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
山口県	長野山	81	1101	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1101&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	和田	81	1261	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1261&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
山口県	篠生	81	1367	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1367&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
山口県	鹿野	81	1614	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1614&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
山口県	東厚保	81	1620	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=81&block_no=1620&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	八幡	82	0780	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0780&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	小倉	82	0781	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0781&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	行橋	82	0782	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0782&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	篠栗	82	0783	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0783&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	飯塚	82	47809	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=82&block_no=47809&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	前原	82	0785	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0785&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	福岡	82	47807	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=82&block_no=47807&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	九千部山	82	0787	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0787&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	朝倉	82	0788	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0788&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	英彦山	82	0789	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0789&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	久留米	82	0790	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0790&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	耳納山	82	0791	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0791&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	黒木	82	0792	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0792&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	大牟田	82	0793	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0793&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	宗像	82	0943	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0943&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	頂吉	82	0944	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0944&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	柳川	82	0945	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=0945&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	添田	82	1046	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1046&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	太宰府	82	1141	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1141&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福岡県	博多	82	1477	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1477&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
福岡県	曽根	82	1527	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1527&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福岡県	空港北町	82	1590	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1590&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
福岡県	早良脇山	82	1611	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1611&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	東谷	82	1637	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1637&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福岡県	小呂島	82	1657	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=82&block_no=1657&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	中津	83	0794	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0794&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	豊後高田	83	0795	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0795&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	武蔵	83	0796	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0796&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
大分県	伏木	83	0797	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0797&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	日田	83	47814	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=83&block_no=47814&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	湯布院	83	0799	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0799&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	大分	83	47815	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=83&block_no=47815&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	佐賀関	83	0801	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0801&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
大分県	釈迦岳	83	0802	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0802&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	湯平	83	0803	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0803&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	温見	83	0804	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0804&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	犬飼	83	0805	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0805&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	竹田	83	0806	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0806&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	出羽	83	0807	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0807&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	佐伯	83	0808	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0808&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	倉木	83	0809	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0809&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	蒲江	83	0810	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0810&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	院内	83	0931	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0931&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	玖珠	83	0932	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0932&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	臼杵	83	0933	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0933&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
大分県	耶馬渓	83	0979	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=0979&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
大分県	国見	83	1137	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=1137&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	宇目	83	1142	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=1142&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	別府	83	1157	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=1157&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大分県	杵築	83	1237	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=1237&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大分県	椿ヶ鼻	83	1554	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=83&block_no=1554&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長崎県	佐須奈	84	0811	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0811&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	厳原	84	47800	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47800&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	平戸	84	47805	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47805&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	松浦	84	0814	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0814&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	国見山	84	0815	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0815&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	佐世保	84	47812	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47812&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	大瀬戸	84	0817	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0817&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	長浦岳	84	0818	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0818&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長崎県	五家原岳	84	0819	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0819&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	諫早	84	0820	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0820&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長崎県	長崎	84	47817	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47817&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	雲仙岳	84	47818	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47818&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	福江	84	47843	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=84&block_no=47843&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	口之津	84	0922	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0922&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	島原	84	0962	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=0962&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	有川	84	1080	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1080&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	大村	84	1084	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1084&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
長崎県	有川	84	1138	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1138&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	芦辺	84	1144	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1144&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	野母崎	84	1441	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1441&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	深江	84	1442	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1442&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	普賢岳	84	1446	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1446&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	百花台	84	1451	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1451&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	千々石	84	1452	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1452&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	鰐浦	84	1453	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1453&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長崎県	石田	84	1478	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1478&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
長崎県	上大津	84	1479	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1479&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
長崎県	小値賀	84	1535	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1535&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	頭ヶ島	84	1536	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1536&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	美津島	84	1538	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1538&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
長崎県	脇岬	84	1670	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1670&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	西海	84	1672	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1672&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長崎県	絹笠山	84	1676	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=84&block_no=1676&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	枝去木	85	0824	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0824&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	和多田	85	0825	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0825&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	権現山	85	0826	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0826&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	八幡岳	85	0827	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0827&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	佐賀	85	47813	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=85&block_no=47813&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	白石	85	0829	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0829&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
佐賀県	嬉野	85	0830	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0830&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
佐賀県	多良岳	85	0831	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=0831&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
佐賀県	伊万里	85	1075	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1075&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
佐賀県	川副	85	1480	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1480&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
佐賀県	唐津	85	1610	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1610&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
佐賀県	鳥栖	85	1612	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1612&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
佐賀県	北山	85	1616	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1616&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
佐賀県	大町	85	1667	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=85&block_no=1667&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	鹿北	86	0832	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0832&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	南小国	86	0833	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0833&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	岱明	86	0834	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0834&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	菊池	86	0835	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0835&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	鞍岳	86	0836	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0836&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	熊本	86	47819	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=86&block_no=47819&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	俵山	86	0838	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0838&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	阿蘇山	86	47821	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=86&block_no=47821&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	高森	86	0840	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0840&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	間の谷山	86	0841	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0841&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	甲佐	86	0842	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0842&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	松島	86	0843	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0843&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	大金峰	86	0844	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0844&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	本渡	86	0845	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0845&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	八代	86	0846	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0846&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	人吉	86	47824	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=86&block_no=47824&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	牛深	86	47838	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=86&block_no=47838&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	一里山	86	0850	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0850&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	白髪岳	86	0851	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0851&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
熊本県	益城	86	0923	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0923&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
熊本県	水俣	86	0924	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0924&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	多良木	86	0925	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0925&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
熊本県	上	86	0926	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0926&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	田浦	86	0946	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=0946&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
熊本県	三角	86	1081	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=1081&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
熊本県	湯前横谷	86	1086	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=1086&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
熊本県	茶臼峠	86	1088	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=86&block_no=1088&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
